cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:027,311,"[[""considerar"", 145], [""considerar en"", 36], [""considerar a"", 10], [""considerar por"", 7], [""mirar en"", 7], [""observar"", 7], [""presenciar en"", 7], [""considerar segun"", 6]]","[""Salhuana: es atendible solicitud de Mandataria para asistir a exequias de papa Francisco\nEl presidente del Congreso, Eduardo Salhuana, consideró un pedido atendible la solicitud de la Presidenta de la República, Dina Boluarte, para salir del territorio nacional a fin de asistir a las exequias el papa Francisco en Ciudad del Vaticano."", ""El presidente del Congreso, Eduardo Salhuana, consideró un pedido atendible la solicitud de la Presidenta de la República, Dina Boluarte, para salir del territorio nacional a fin de asistir a las exequias el papa Francisco en Ciudad del Vaticano."", ""Importaciones Por su parte, la ministra de Economía de Guatemala , Gabriela García, consideró que este acto es un \""hito que refleja años de esfuerzo técnico, diálogo constituido y compromiso mutuo para fortalecer nuestras relaciones comerciales\"".""]",
reltype:028,311,"[[""presidir"", 159], [""presidir por"", 101], [""presidir con"", 21], [""presidir en"", 11], [""presidir de"", 7], [""presidir segun"", 4], [""presidir del"", 3], [""presidir a"", 2]]","[""Perfeccionamiento continuo El coloquio internacional \""El Precedente Imposible\"" se enmarca dentro de la política de fortalecimiento institucional del Poder Judicial, que preside Janet Tello Gilardi , con objeto de promover la actualización y el perfeccionamiento continuo de los magistrados en todos los niveles."", ""Lee también: Fiscal de la Nación presidirá ceremonia por el 44 aniversario del Ministerio Público Entre ellas figuran la Policía Nacional, el Ministerio Público, el Ministerio de Energía y Minas (Minem), la Sutran, la Sucamec, el Ministerio de Defensa, el Ministerio del Interior y el Ministerio de Justicia y Derechos Humanos."", ""Fiscal de la Nación presidirá ceremonia por el 44 aniversario del Ministerio Público\nLa fiscal de la Nación, Delia Milagros Espinoza Valenzuela, presidirá este lunes, 12 de mayo, la ceremonia por el 44 aniversario del Ministerio Público y Día del Fiscal.""]",
reltype:029,288,"[[""plantear"", 200], [""plantear en"", 20], [""plantear ante"", 12], [""plantear a"", 9], [""se plantear en"", 9], [""plantear al"", 6], [""plantear para"", 6], [""plantear durante"", 5]]","[""Programa PAIS: plantan 2,524 árboles en zonas rurales para conservar el ambiente\nCon el objetivo de sensibilizar sobre la importancia de preservar y conservar ambientes amigables con la naturaleza, el Programa Nacional PAIS, del Ministerio de Desarrollo e Inclusión Social (Midis), se sumó a la campaña “Planta tu árbol favorito: deja tu huella verde 2025”, promovida por el Ministerio de Desarrollo Agrario y Riego (Midagri), a través de Rediagro."", ""En total, más de 300 estudiantes de la Facultad de Ciencias Forestales y del Ambiente de la UNCP, pobladores y comuneros de Acopalca, Vilcacoto y Pariahuanca plantaron especies nativas como el quinual y el aliso."", ""Eduardo Salhuana sostuvo reunión con alcaldes de centros poblados del país\nEl presidente del Congreso, Eduardo Salhuana, se reunió con representantes de los centros poblados del país y planteó una reunión entre los titulares de las comisiones de Economía y de Descentralización.""]",
reltype:030,267,"[[""crecer en"", 134], [""crecer"", 44], [""crecerir en"", 22], [""crecer entre"", 13], [""crecerir hasta"", 9], [""crecer de"", 8], [""crecer con"", 5], [""crecerir"", 5]]","[""Mayor comercio mundial de alimentos beneficiará a la agroexportación del Perú\nEl comercio mundial de alimentos crecería 1.5% este 2025 respecto al alcanzado en 2024, lo cual representa oportunidades para la agroexportación del Perú, señaló el director del Centro de Investigación de Economía y Negocios Globales de la Asociación de Exportadores Cien-Adex, Edgar Vásquez Vela."", ""El comercio mundial de alimentos crecería 1.5% este 2025 respecto al alcanzado en 2024, lo cual representa oportunidades para la agroexportación del Perú, señaló el director del Centro de Investigación de Economía y Negocios Globales de la Asociación de Exportadores Cien-Adex, Edgar Vásquez Vela."", ""MEF considera posible que la economía peruana pueda crecer 3.5% este año\nEl ministro de Economía y Finanzas, Raúl Pérez Reyes, consideró hoy posible que el Producto Bruto Interno (PBI) del país pueda lograr un crecimiento del 3.5% este año, con el impulso proveniente del sector exportador.""]",
reltype:031,252,"[[""jurar en"", 80], [""jurar"", 77], [""jurar ante"", 38], [""juramentar en"", 22], [""juramentar a"", 13], [""juramentar tras"", 5], [""juramentar"", 4], [""jurar al"", 4]]","[""Junto a Santiváñez juramentaron como ministros de Estado, Ana Peña Cardoza como ministra de la Mujer y Poblaciones Vulnerables y Fanny Montellanos Carbajal en el despacho del Ministerio de Desarrollo e Inclusión Social."", ""Junta Nacional de Justicia juramentó y entregó títulos a 20 fiscales y una jueza\n“El fortalecimiento del sistema de justicia no se logra con discursos, sino con acciones concretas y sostenidas”, sostuvo la presidenta de la Junta Nacional de Justicia (JNJ), María Teresa Cabrera Vega, en la ceremonia de juramentación y entrega de títulos de 21 magistrados correspondientes a las convocatorias n.º 003-2024-SN/JNJ y n.º 007-2025-SN/JNJ."", ""Colegio de Periodistas juramentó a sus consejos directivos para el período 2026-2027\nEl Colegio de Periodistas del Perú (CPP) realizó hoy la ceremonia de juramentación de los consejos directivos del nivel nacional y del Consejo Departamental de Lima, correspondientes al periodo 2026-2027, en un acto protocolar desarrollado en el Teatro Municipal de Lima.""]",
reltype:032,250,"[[""advertir"", 196], [""advertir durante"", 14], [""advertir en"", 10], [""advertir a"", 9], [""advertir para"", 5], [""advertir por"", 5], [""advertir al"", 4], [""advertir de"", 3]]","[""Respecto a la instalación de un hospital de contingencia, comprendido en el contrato, la Contraloría advierte que se observó la aceptación de otro evento compensable (EC1), referido a una supuesta modificación de las condiciones del terreno."", ""“Tanto el Tribunal Constitucional (TC) como la Organización Internacional del Trabajo (OIT) han advertido que el retiro indiscriminado de la CTS puede debilitar la protección social de los trabajadores”, señaló la presidenta ejecutiva de Horizonte Laboral, Mayen Ugarte."", ""Cajamarca alerta que más del 70 % de pequeños mineros que operan en la región son ilegales\nLa minería ilegal se ha expandido en los últimos años en Cajamarca y en la actualidad más del 70 % de trabajadores mineros que operan en la región son ilegales, poniendo en riesgo no solo el medio ambiente sino también la vida de trabajadores, advirtió la gerencia de Recursos Naturales y Medio Ambiente (Renama) del Gobierno Regional (Gore) de Cajamarca.""]",
reltype:033,249,"[[""saludar"", 170], [""saludar a"", 22], [""saludar al"", 22], [""saludar por"", 14], [""saludar en"", 13], [""saludar durante"", 3], [""saludar tras"", 3], [""saludar de"", 1]]","[""César Vásquez saludó la predisposición del gobierno de Corea y de las instituciones involucradas en dicho proyecto, como el Gobierno Regional de Loreto, Instituto Nacional de Salud, la Agencia Peruana de Cooperación Internacional (APCI), la ONG Medipeace y la universidad de Seúl."", ""La presidenta de la república, Dina Ercilia Boluarte Zegarra, saludó hoy la designación de su santidad Robert Prevost, peruano de corazón, como el papa León XIV y señaló que este hecho histórico representa un llamado a renovar nuestra fe."", ""Poder Judicial saluda elección de León XIV y espera continúe labor de su antecesor\nLa presidenta del Poder Judicial, Janet Tello Gilardi, saludó esta tarde la elección del cardenal norteamericano Robert Francis Prevost Martínez como el nuevo papa León XIV, quien cuenta también con nacionalidad peruana, y deseó que continúe la labor de su antecesor, el papa Francisco, en favor de los más vulnerables.""]",
reltype:034,239,"[[""intensificar"", 49], [""aumentar en"", 22], [""intensificar en"", 20], [""se incrementar en"", 15], [""incrementar"", 14], [""incrementar en"", 10], [""aumentar para"", 9], [""incrementar a"", 9]]","[""Consumo final del gobierno creció 4.7% El gasto de consumo final del gobierno aumentó 4.7% respecto al mismo periodo del 2024, debido al mayor gasto en Administración Pública y Defensa (2.7%), así como en Educación Pública (2.7%) y Salud Pública (15.6%)."", ""Impacta la salud mental de ambos : La separación precoz puede aumentar el riesgo de depresión postparto en la madre, así como provocar desregulación emocional en el bebé, afectando incluso su desarrollo cerebral."", ""Compromiso con la educación superior técnica pública Desde 2023, el Gobierno que lidera la presidenta Dina Boluarte ha aumentado el financiamiento de los programas presupuestales 107: “Mejora de la formación en carreras docentes en institutos de Educación Superior no universitaria”, y 147: “Fortalecimiento de la Educación Superior Tecnológica”.""]",
reltype:035,232,"[[""coordinar"", 108], [""coordinar con"", 55], [""coordinar para"", 23], [""se coordinar con"", 10], [""coordinar al"", 7], [""coordinar por"", 7], [""coordinar desde"", 6], [""coordinar en"", 5]]","[""El ministro del Ambiente, Juan Carlos Castro, coordinó las acciones con el Ministerio de Vivienda, Construcción y Saneamiento (MVCS), Ministerio de Defensa, Indeci y el Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp) , en ayuda al municipio distrital y al Gobierno Regional de Áncash."", ""MIMP y PNP coordinan inclusión de enfoque de género en formación policial\nEn el marco del fortalecimiento de la respuesta estatal frente a la violencia de género, la viceministra de la Mujer, Ana Rodríguez, sostuvo una reunión con el director de Educación y Doctrina de la Policía Nacional del Perú (PNP), general PNP Carlos Valer, y representantes del Ministerio del Interior, con el objetivo de coordinar la incorporación de contenidos sobre igualdad de género y prevención de la violencia contra las mujeres y poblaciones en situación de vulnerabilidad en la currícula de formación policial."", ""Juegos Panamericanos 2027: IPD y Panam Sports coordinan preparativos de la organización\nCon el objetivo de coordinar acciones para el desarrollo exitoso de los Juegos Panamericanos Lima 2027, el presidente del Comité Organizador, Federico Tong, expuso ante el Comité Ejecutivo de Panam Sports, la hoja de ruta para la realización de este magno evento del deporte a nivel continental.""]",
reltype:036,229,"[[""superar"", 33], [""se reducir en"", 28], [""reducir"", 24], [""reducir para"", 22], [""superar en"", 14], [""reducir a"", 12], [""disminuir en"", 9], [""reducir en"", 9]]","[""Cajamarca: disminuyen lluvias intensas y Senamhi prevé precipitaciones ligeras esta semana\nLas lluvias intensas que se venían registrando en la región Cajamarca disminuyeron en los últimos días, con acumulados entre 4 a 9 milímetros entre el domingo 25 y el lunes 26 de enero en la mayoría de estaciones monitoreadas por la oficina regional del Servicio Nacional de Meteorología e Hidrología (Senamhi)."", ""Cajamarca: lluvias intensas disminuyen y no se reportan precipitaciones en inicio de marzo\nLas lluvias intensas ceden en la región Cajamarca y la mayoría de estaciones meteorológicas monitoreadas por la oficina regional del Servicio Nacional de Meteorología e Hidrología (Senamhi) no registraron precipitaciones pluviales en los primeros días de marzo."", ""Respecto a la deserción escolar, el funcionario indicó que esta ha disminuido gracias a los programas implementados por el Ministerio de Educación junto con docentes y directores, quienes realizan un seguimiento constante para evitar, en la medida de lo posible, que los alumnos abandonen sus estudios.""]",
